,id,Locality,Postcode,Street,Number,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,TerraceArea,Garden,Garden area,Surface of the land,Surface area of the plot of land,Number of facades, Swimming pool,State of the building
5399,9982866,La Panne,8660,Nieuwpoortlaan ,29,APARTMENT,APARTMENT,349000,FOR_SALE,2,96.0,No,No,No,No,,No,,,No info,,No,AS_NEW
5400,10639665,St-Niklaas,9100,"Parklaan, ",9,APARTMENT,APARTMENT,349000,FOR_SALE,3,110.0,No,Yes,No,Yes,,No,,,No info,2,No,GOOD
5401,10375524,Bredene,8450,Kapelstraat ,70,APARTMENT,APARTMENT,349500,FOR_SALE,2,101.0,No,No,No,Yes,,No,,,No info,,No,AS_NEW
5402,10449562,,,No info,No info,APARTMENT,PENTHOUSE,375000,FOR_SALE,2,100.0,No,No,No,Yes,10.0,No,,No info,No info,2,No,GOOD
5403,10464373,Ixelles,1050,Place Brugmann ,10B,APARTMENT,APARTMENT,375000,FOR_SALE,1,108.0,No,Yes,No,Yes,2.0,No,,,No info,2,No,GOOD
5404,10571837,Oudenburg,8460,Marktstraat ,20,APARTMENT,APARTMENT,375000,FOR_SALE,2,86.0,No,Yes,No,Yes,7.0,No,,,No info,2,No,GOOD
5405,10632312,De Panne,8660,DYNASTIELAAN ,2,APARTMENT,APARTMENT,375000,FOR_SALE,2,76.0,No,Yes,No,Yes,15.0,No,,,No info,2,No,GOOD
5406,10395874,Oudenburg,8460,Marktstraat ,20,APARTMENT,APARTMENT,399000,FOR_SALE,4,164.0,No,Yes,No,No,,No,,,No info,2,No,TO_BE_DONE_UP
5407,10562597,Westende,8434,Distellaan ,34,APARTMENT,APARTMENT,434000,FOR_SALE,2,82.0,No info,Yes,No,Yes,,No,,No info,No info,2,No,GOOD
5408,10609602,,,No info,No info,APARTMENT,APARTMENT,449500,FOR_SALE,2,134.0,No,No,No,Yes,48.0,Yes,224.0,No info,No info,,No,AS_NEW
5409,10647644,Waregem,8793,"Roterijstraat, ",202,APARTMENT,LOFT,450000,FOR_SALE,2,,No info,No,,Yes,10.0,No,,,No info,2,No,
5410,10491294,Aalst,9300,Brusselbaan ,90,APARTMENT,DUPLEX,479000,FOR_SALE,2,175.0,No,No,No,Yes,40.0,No,,No info,No info,2,No,AS_NEW
5411,10534405,Ixelles,1050,Avenue Louise ,231,APARTMENT,DUPLEX,495000,FOR_SALE,2,125.0,No info,No,No,Yes,6.0,No,,No info,No info,2,No,JUST_RENOVATED
5412,10465936,Brugge,8000,Noordzandstraat ,66,APARTMENT,APARTMENT,495000,FOR_SALE,2,,No,No,No,No,,No,,No info,No info,,No,GOOD
5413,10588420,Anvers,2000,Amerikalei ,160,APARTMENT,APARTMENT,499000,FOR_SALE,2,117.0,No,No,No,Yes,3.0,No,,,No info,2,No,JUST_RENOVATED
5414,10568886,Brussels,1000,Tour & Taxis - Havenlaan ,86c,APARTMENT,APARTMENT,540000,FOR_SALE,2,118.0,No,Yes,No,Yes,52.0,No,,No info,No info,4,No,AS_NEW
5415,10492632,Brussels,1000,Tour & Taxis - Havenlaan ,86c,APARTMENT,APARTMENT,540000,FOR_SALE,2,118.0,No,Yes,No,Yes,52.0,No,,No info,No info,4,No,AS_NEW
5416,10626089,Brugge,8000,H. Conciencelaan ,70,APARTMENT,APARTMENT,579000,FOR_SALE,2,73.0,No info,Yes,No,Yes,,No,,,No info,2,No,GOOD
5417,10129754,Sint Martens Latem,9830,Kortrijksesteenweg ,128,APARTMENT,APARTMENT,596000,FOR_SALE,2,105.0,No info,Yes,No,Yes,12.0,No,,,No info,2,No,
5418,10601905,,,No info,No info,APARTMENT,APARTMENT,629000,FOR_SALE,3,170.0,No,No,No,No,,No,,No info,No info,,No,AS_NEW
5419,9076398,Uccle,1180,Chaussée de Waterloo ,1382,APARTMENT,GROUND_FLOOR,659000,FOR_SALE,2,140.0,No,Yes,No,Yes,2.0,No,,No info,No info,4,No,AS_NEW
5420,10491190,Knokke,8300,Zeedijk ,673,APARTMENT,APARTMENT,670000,FOR_SALE,1,59.0,No info,No,No,No,,No,,,No info,,No,AS_NEW
5421,10656957,bruxelles ,1050,rue alphonse renard ,56,APARTMENT,APARTMENT,775000,FOR_SALE,3,180.0,No,Yes,No,Yes,6.0,No,,No info,No info,2,No,JUST_RENOVATED
5422,10328470,Middelkerke,8430,Leopoldlaan ,1,APARTMENT,APARTMENT,790000,FOR_SALE,5,175.0,No,Yes,No,Yes,115.0,No,,,No info,2,No,AS_NEW
5423,10498035,Knokke-Heist,8300,Dumortierlaan ,61,APARTMENT,DUPLEX,795000,FOR_SALE,2,88.0,No,Yes,No,Yes,,Yes,,,No info,2,No,AS_NEW
5424,10645381,Uccle,1180,Rue Engeland ,332,APARTMENT,APARTMENT,825000,FOR_SALE,4,140.0,No,Yes,No,Yes,12.0,No,,No info,No info,2,No,JUST_RENOVATED
5425,10614409,Etterbeek,1040,Boulevard Saint-Michel ,15,APARTMENT,APARTMENT,840000,FOR_SALE,3,200.0,No,No,,No,,No,,No info,No info,,No,TO_BE_DONE_UP
5426,10608286,Zandbergen,9506,Boekvijverstraat ,20,APARTMENT,PENTHOUSE,845000,FOR_SALE,3,137.0,No,Yes,,Yes,100.0,No,,,No info,2,No,
5427,10650049,,,No info,No info,APARTMENT,DUPLEX,849000,FOR_SALE,3,,No,No,No,Yes,25.0,Yes,160.0,No info,No info,2,No,AS_NEW
5428,10498237,Knokke,8300,Zeedijk ,673,APARTMENT,APARTMENT,1190000,FOR_SALE,2,,No info,Yes,No,Yes,,No,,,No info,,No,
5429,10557586,Antwerpen,2000,"Jordaenskaai, ",21,APARTMENT,APARTMENT,1250000,FOR_SALE,2,206.0,No info,Yes,No,Yes,50.0,No,,,No info,,No,
5430,9702425,Antwerpen,2000,"Jordaenskaai, ",21,APARTMENT,APARTMENT,1600000,FOR_SALE,2,240.0,No info,No,No,No,,No,,,No info,,No,AS_NEW
5431,10604373,Oostende,8400,Wapenplein ,9,APARTMENT,PENTHOUSE,1725000,FOR_SALE,3,234.0,No,Yes,No,Yes,340.0,No,,,No info,2,No,GOOD
5432,10289051,Knokke,8300,Koningslaan ,238,APARTMENT,APARTMENT,1850000,FOR_SALE,3,125.0,No,No,No,Yes,,No,,No info,No info,3,No,AS_NEW
5433,10544479,Kortrijk,8500,Jan Palfijnstraat ,1A,APARTMENT,APARTMENT,1850000,FOR_SALE,3,325.0,No,Yes,No,Yes,65.0,No,,,No info,,No,
5434,10398426,Antwerpen,2000,"Jordaenskaai, ",21,APARTMENT,APARTMENT,3200000,FOR_SALE,2,289.0,No info,No,No,No,,No,,,No info,,No,AS_NEW
5435,10673678,Blankenberge,8370,Franchommelaan ,90,APARTMENT,APARTMENT,119000,FOR_SALE,2,47.0,No info,Yes,No,No,,No,,,No info,2,No,GOOD
5436,10578137,Bruxelles-Quartier Louise,1050,Avenue Louise ,200,APARTMENT,FLAT_STUDIO,160000,FOR_SALE,0,36.0,No,Yes,,No,,No,,No info,No info,,No,
5437,10673904,Bruxelles-Quartier Louise,1050,Avenue Louise ,200,APARTMENT,FLAT_STUDIO,165000,FOR_SALE,0,36.0,No,Yes,,No,,No,,No info,No info,,No,
5438,10673603,Liège,4020,Rue des Fories ,2,APARTMENT,APARTMENT,169000,FOR_SALE,2,79.0,No,No,No,No,,No,,No info,No info,2,No,GOOD
5439,10674745,Middelkerke,8430,Kerstraat ,48,APARTMENT,APARTMENT,207000,FOR_SALE,2,89.0,No,Yes,No,No,,No,,,No info,3,No,GOOD
5440,10673093,Schoten,2900,Bredabaan ,1026/6,APARTMENT,APARTMENT,245000,FOR_SALE,2,74.0,No info,No,No,No,,No,,No info,No info,2,No,GOOD
5441,10673922,Uccle,1180,Avenue Montjoie ,229/5,APARTMENT,APARTMENT,270000,FOR_SALE,2,86.0,No,Yes,No,Yes,6.0,No,,No info,No info,2,No,TO_BE_DONE_UP
5442,10673069,Brugge ,8000,Vrijdagmarkt ,4,APARTMENT,APARTMENT,395000,FOR_SALE,3,,No,No,No,No,,No,,No info,No info,,No,GOOD
5443,10659669,Oudenaarde,9700,Dokter Honore Dewolfstraat ,23,APARTMENT,APARTMENT,255000,FOR_SALE,2,75.0,No,Yes,No,Yes,,Yes,,,No info,3,No,AS_NEW
5444,10657954,,,No info,No info,APARTMENT,APARTMENT,345000,FOR_SALE,2,100.0,No,No,No,Yes,6.0,No,,No info,No info,4,No,JUST_RENOVATED
5445,10658993,HERENTALS,2200,Grote Markt ,10,APARTMENT,APARTMENT,420000,FOR_SALE,3,145.0,No,No,,Yes,15.0,No,,,No info,2,No,
5446,10659545,Oostakker,9041,Gentstraat ,425,APARTMENT,APARTMENT,550000,FOR_SALE,3,,No,No,,No,,Yes,,,No info,2,No,
5447,10657843,Knokke-Heist,8300,Lippenslaan ,201,APARTMENT,APARTMENT,599000,FOR_SALE,4,150.0,No,No,No,Yes,,No,,,No info,2,No,TO_BE_DONE_UP
5448,10658904,Uccle,1180,Chaussée de Waterloo ,1382,APARTMENT,APARTMENT,1537000,FOR_SALE,2,160.0,No info,Yes,No,Yes,91.0,No,,No info,No info,,No,AS_NEW
5449,10679867,Genappe,1470,Chaussée de Bruxelles ,2,APARTMENT,DUPLEX,235000,FOR_SALE,2,80.0,No,Yes,No,No,,No,,No info,No info,2,No,
5450,10678713,Sint-Martens-Latem,9830,Kortrijksesteenweg ,241A,APARTMENT,APARTMENT,255000,FOR_SALE,2,76.0,No,No,No,Yes,,Yes,,,No info,,No,
5451,10680353,Ertvelde,9940,Lindenlaan ,16,APARTMENT,APARTMENT,425000,FOR_SALE,2,120.0,No info,No,No,No,,No,,No info,No info,,No,GOOD
5452,10665359,Boechout,2530,Heuvelstraat ,86,APARTMENT,APARTMENT,259000,FOR_SALE,3,120.0,No,Yes,No,Yes,20.0,No,,,No info,2,No,
5453,10664601,Zelzate,9060,Franz Wittoucklaan ,31,APARTMENT,APARTMENT,324000,FOR_SALE,3,178.0,No,Yes,Yes,Yes,,No,,,No info,2,No,TO_BE_DONE_UP
5454,10685139,Hannut,4280,Rue de Tirlemont ,23,APARTMENT,APARTMENT,159000,FOR_SALE,3,143.0,No,Yes,No,Yes,35.0,No,,,No info,2,No,JUST_RENOVATED
5455,10685543,Gand,9000,Kortrijksesteenweg ,626,APARTMENT,APARTMENT,265000,FOR_SALE,3,148.0,No info,No,No,Yes,,Yes,,,No info,,No,AS_NEW
5456,10684070,Liège,4020,Rue des Fories ,2,APARTMENT,APARTMENT,270000,FOR_SALE,2,80.0,No,No,No,No,,No,,No info,No info,2,No,GOOD
5457,10683874,Schelle,2627,Provinciale Steenweg ,354,APARTMENT,APARTMENT,309000,FOR_SALE,3,122.0,No,No,No,Yes,,No,,,No info,,No,
5458,10669563,Dinant,5500,Rue Grande ,70,APARTMENT,APARTMENT,140000,FOR_SALE,2,65.0,No info,No,No,No,,No,,No info,No info,,No,GOOD
5459,10668796,Oostende,8400,Hendrik Serruyslaan ,14A,APARTMENT,APARTMENT,205000,FOR_SALE,1,52.0,No info,No,No,No,,No,,,No info,,No,
5460,10669850,Libramont-Chevigny ,6800,Avenue de Bouillon ,33A,APARTMENT,APARTMENT,254000,FOR_SALE,2,100.0,No info,No,No,No,,No,,No info,No info,,No,GOOD
5461,10670868,Halle,1500,Volpestraat ,18,APARTMENT,APARTMENT,255000,FOR_SALE,1,66.0,No info,No,,No,,No,,No info,No info,,No,
5462,10669859,Libramont-Chevigny ,6800,Avenue de Bouillon ,33A,APARTMENT,APARTMENT,259500,FOR_SALE,2,107.0,No info,No,No,No,,No,,No info,No info,,No,GOOD
5463,10669847,Libramont-Chevigny ,6800,Avenue de Bouillon ,33A,APARTMENT,APARTMENT,259500,FOR_SALE,2,107.0,No info,No,No,No,,No,,No info,No info,,No,GOOD
5464,10669837,Libramont-Chevigny ,6800,Avenue de Bouillon ,33A,APARTMENT,APARTMENT,285000,FOR_SALE,2,121.0,No info,No,No,No,,No,,No info,No info,,No,GOOD
5465,10669226,Antwerpen,2000,Leopold De Waelplaats ,5,APARTMENT,APARTMENT,315000,FOR_SALE,1,74.0,No,Yes,No,Yes,9.0,No,,,No info,2,No,GOOD
5466,10669861,Libramont-Chevigny ,6800,Avenue de Bouillon ,33A,APARTMENT,PENTHOUSE,379000,FOR_SALE,3,159.0,No info,No,No,Yes,53.0,No,,No info,No info,,No,GOOD
5467,10668715,Leuven,3000,Jan Stasstraat ,3,APARTMENT,APARTMENT,515000,FOR_SALE,2,110.0,No,No,No,Yes,12.0,Yes,,,No info,,No,
5468,10670425,Aalter,9880,Stationsplein ,5,APARTMENT,APARTMENT,1100000,FOR_SALE,3,127.0,No info,Yes,,Yes,,No,,No info,No info,no info,No,No info
5469,10669227,Antwerpen,2000,Leopold De Waelplaats ,5,APARTMENT,LOFT,1125000,FOR_SALE,3,216.0,No,Yes,No,Yes,,No,,,No info,3,No,AS_NEW
5470,10672559,Limal,1300,Place Albert ,1er,APARTMENT,APARTMENT,280000,FOR_SALE,2,85.0,No,Yes,No,Yes,6.0,No,,,No info,3,No,TO_BE_DONE_UP
5471,10672668,Koksijde,8670,Zeedijk ,249,APARTMENT,APARTMENT,295000,FOR_SALE,4,,No,Yes,No,No,,No,,,No info,2,No,GOOD
5472,10571941,,,No info,No info,APARTMENT,APARTMENT,349000,FOR_SALE,2,,No,No,No,Yes,3.0,No,,No info,No info,1,No,GOOD
5473,10672430,Knokke,8300,Dumortierlaan ,89,APARTMENT,APARTMENT,575000,FOR_SALE,2,76.0,No info,Yes,No,No,,Yes,,,No info,2,No,GOOD
5474,10657349,Libramont,6800,Avenue de Bouillon ,92,APARTMENT,APARTMENT,234900,FOR_SALE,2,93.0,No,No,No,Yes,8.0,Yes,38.0,No info,No info,,No,
5475,10657317,Libramont-Chevigny ,6800,Avenue de Bouillon ,33A,APARTMENT,APARTMENT,240000,FOR_SALE,2,85.0,No info,No,No,Yes,45.0,No,,No info,No info,,No,JUST_RENOVATED
5476,10657669,Oudenaarde,9700,Dokter Honore Dewolfstraat ,23,APARTMENT,APARTMENT,245000,FOR_SALE,2,74.0,No,Yes,No,No,,Yes,,,No info,3,No,AS_NEW
5477,10657617,Knokke-Heist,8300,Kustlaan ,277,APARTMENT,APARTMENT,695000,FOR_SALE,2,85.0,No,No,No,Yes,,No,,,No info,2,No,AS_NEW
5478,10677183,Braine-l'Alleud,1420,Avenue Alphonse Allard ,288,APARTMENT,FLAT_STUDIO,160000,FOR_SALE,0,36.0,No,Yes,No,Yes,,No,,No info,No info,2,No,
5479,10677050,Gent,9000,Sint-Pietersnieuwstraat ,158,APARTMENT,FLAT_STUDIO,260000,FOR_SALE,1,55.0,No,No,No,Yes,15.0,No,,No info,No info,,No,GOOD
5480,10677435,,,No info,No info,APARTMENT,DUPLEX,269500,FOR_SALE,3,140.0,No info,No,No,Yes,10.0,No,,No info,No info,3,No,TO_BE_DONE_UP
5481,10676465,Auderghem,1160,Place Communale ,8,APARTMENT,APARTMENT,345500,FOR_SALE,1,70.0,No,No,No,Yes,13.0,No,,No info,No info,,No,AS_NEW
5482,10678048,Brussels,1000,Tour & Taxis - Havenlaan ,86c,APARTMENT,APARTMENT,477000,FOR_SALE,2,110.0,No,Yes,No,Yes,10.0,No,,No info,No info,4,No,AS_NEW
5483,10678047,Brussels,1000,Tour & Taxis - Havenlaan ,86c,APARTMENT,APARTMENT,482000,FOR_SALE,2,110.0,No,Yes,No,Yes,10.0,No,,No info,No info,4,No,AS_NEW
5484,10661453,Flémalle,4400,Grand Route ,260,APARTMENT,APARTMENT,170000,FOR_SALE,1,62.0,No,Yes,No,No,,No,,No info,No info,3,No,GOOD
5485,10661744,Nieuwpoort,8620,Langestraat ,62,APARTMENT,APARTMENT,199000,FOR_SALE,2,87.0,No,Yes,No,No,,Yes,10.0,,No info,3,No,GOOD
5486,10621039,Brugge,8000,Hoefijzerlaan ,1,APARTMENT,APARTMENT,215000,FOR_SALE,2,80.0,No,No,No,No,,No,,No info,No info,2,No,GOOD
5487,10661218,Jambes,5101,Avenue de Dessus de Lives ,2,APARTMENT,PENTHOUSE,299000,FOR_SALE,3,92.0,No,Yes,No,Yes,,No,,No info,No info,4,No,AS_NEW
5488,10661316,Halle,1500,Basiliekstraat ,136,APARTMENT,APARTMENT,454000,FOR_SALE,3,125.0,No,No,No,Yes,15.0,No,,No info,No info,,No,GOOD
5489,10681423,Dendermonde,9200,Mechelsesteenweg ,123,APARTMENT,APARTMENT,145000,FOR_SALE,1,60.0,No info,No,No,Yes,7.0,No,,No info,No info,,No,TO_BE_DONE_UP
5490,10683242,Reet,2840,Molenstraat ,10,APARTMENT,APARTMENT,254000,FOR_SALE,1,55.0,No,Yes,No,No,,No,,,No info,,No,AS_NEW
5491,10682127,Morlanwelz,7140,Place du Marché ,11,APARTMENT,APARTMENT,270000,FOR_SALE,0,126.0,No info,Yes,No,No,,No,,No info,No info,no info,No,No info
5492,10680989,Waregem,8793,Posterijstraat ,12,APARTMENT,APARTMENT,363000,FOR_SALE,3,87.0,No info,No,No,No,,No,,,No info,,No,
5493,10681204,Westende,8434,Koning Ridderdijk ,11,APARTMENT,APARTMENT,425000,FOR_SALE,3,120.0,No,No,No,Yes,,No,,,No info,,No,AS_NEW
5494,10681047,Kortrijk,8500,"President Rooseveltplein, ",9,APARTMENT,APARTMENT,598500,FOR_SALE,3,160.0,No info,Yes,No,No,,No,,,No info,,No,AS_NEW
5495,10666843,Uccle,1180,,77,APARTMENT,APARTMENT,179000,FOR_SALE,1,50.0,No,No,No,No,,No,,No info,No info,2,No,JUST_RENOVATED
5496,10666553,Denderhoutem,9450,Nieuwstraat ,9,APARTMENT,APARTMENT,495000,FOR_SALE,4,200.0,No,Yes,No,Yes,,No,,,No info,2,No,AS_NEW
5497,10685787,Wenduine,8420,Kerkstraat ,56,APARTMENT,APARTMENT,199000,FOR_SALE,2,70.0,No info,Yes,No,No,,No,,,No info,,No,TO_BE_DONE_UP
5498,10686784,Knokke - Heist,8300,Koningslaan ,252,APARTMENT,APARTMENT,765000,FOR_SALE,2,75.0,No,No,No,Yes,,No,,,No info,2,No,AS_NEW
5499,10686783,Knokke - Heist,8300,Koningslaan ,252,APARTMENT,APARTMENT,1100000,FOR_SALE,3,110.0,No,No,No,Yes,,No,,,No info,2,No,GOOD
5500,10671695,Bruxelles,1000,Rue Belliard ,200,APARTMENT,APARTMENT,195000,FOR_SALE,1,60.0,No,Yes,No,Yes,12.0,No,,No info,No info,2,No,GOOD
5501,10671936,Grez-Doiceau,1390,chaussée de Wavre n°,373,APARTMENT,APARTMENT,325000,FOR_SALE,3,88.0,No info,No,,No,,No,,No info,No info,,No,
5502,10606121,Antwerpen,2600,Uitbreidingstraat ,84,APARTMENT,APARTMENT,50000,FOR_SALE,2,140.0,No,No,Yes,Yes,40.0,No,,No info,No info,2,No,
5503,10566781,Westende,8434,Henri Jasparlaan ,177,APARTMENT,FLAT_STUDIO,75000,FOR_SALE,0,28.0,No info,Yes,No,Yes,,No,,,No info,,No,AS_NEW
5504,10603181,Ciney,5590,"Rue du Commerce, ",124,APARTMENT,APARTMENT,85000,FOR_SALE,1,50.0,No,Yes,No,No,,No,,No info,No info,,No,GOOD
5505,10282547,Mouscron,7700,Rue de Menin ,400,APARTMENT,APARTMENT,95000,FOR_SALE,1,50.0,No,Yes,No,No,,No,,No info,No info,2,No,GOOD
5506,10490693,Blankenberge,8370,Franchommelaan ,90,APARTMENT,APARTMENT,98000,FOR_SALE,1,50.0,No info,Yes,No,No,,No,,,No info,2,No,GOOD
5507,10455490,Seraing,4101,Rue J. Wettinck ,49,APARTMENT,APARTMENT,99500,FOR_SALE,1,80.0,No,Yes,No,No,,No,,,No info,2,No,GOOD
5508,10647813,Blankenberge,8370,Franchommelaan ,90,APARTMENT,APARTMENT,105000,FOR_SALE,2,48.0,No info,Yes,No,No,,No,,,No info,2,No,GOOD
5509,10475071,Seraing,4101,Rue J. Wettinck ,49,APARTMENT,APARTMENT,109000,FOR_SALE,1,70.0,No,Yes,No,Yes,60.0,Yes,250.0,,No info,3,No,GOOD
5510,10416009,Amay,4540,Chaussée Roosevelt ,11,APARTMENT,APARTMENT,115000,FOR_SALE,2,45.0,No,No,,No,,No,,No info,No info,,No,JUST_RENOVATED
5511,10326491,Antwerpen,2000,Waalsekaai ,32,APARTMENT,FLAT_STUDIO,119000,FOR_SALE,0,49.0,No,No,No,No,,No,,,No info,4,No,TO_BE_DONE_UP
5512,10653082,Châtelineau,6200,Rue de gilly ,81,APARTMENT,APARTMENT,119900,FOR_SALE,2,82.0,No info,No,,No,,No,,No info,No info,,No,JUST_RENOVATED
5513,10028122,Boussu,7301,Rue de Valenciennes(H) ,1,APARTMENT,APARTMENT,120000,FOR_SALE,2,90.0,No,No,,No,,No,,No info,No info,2,No,GOOD
5514,10357986,Nivelles,1400,Rue Seutin ,2,APARTMENT,APARTMENT,125000,FOR_SALE,1,,No,Yes,No,No,,No,,,No info,2,No,JUST_RENOVATED
5515,10471190,,,No info,No info,APARTMENT,FLAT_STUDIO,129000,FOR_SALE,0,45.0,No info,No,No,No,,No,,No info,No info,,No,AS_NEW
5516,10395294,Harelbeke,8530,Marktplein ,35/303,APARTMENT,APARTMENT,135000,FOR_SALE,1,85.0,No info,Yes,No,No,,No,,,No info,,No,TO_RENOVATE
5517,9847022,Destelbergen,9070,Dendermondesteenweg ,501,APARTMENT,APARTMENT,135000,FOR_SALE,1,72.0,No,No,,No,,No,,No info,No info,,No,
5518,10529218,Antwerpen,2000,Waalsekaai ,32,APARTMENT,KOT,138000,FOR_SALE,1,33.0,No,Yes,No,Yes,6.0,No,,No info,No info,2,No,GOOD
5519,10586869,Eernegem ,8480,Oostendsesteenweg ,216B,APARTMENT,APARTMENT,139000,FOR_SALE,1,62.0,No,No,,No,,No,,,No info,2,No,GOOD
5520,10525918,Barvaux-sur-Ourthe,6940,"En Charotte, ",10,APARTMENT,APARTMENT,139000,FOR_SALE,1,68.0,No,No,No,No,,No,,,No info,,No,TO_BE_DONE_UP
5521,10163386,Koksijde,8670,Zeedijk ,249,APARTMENT,APARTMENT,140000,FOR_SALE,2,55.0,No,Yes,No,No,,No,,,No info,2,No,
5522,10622112,Oudenaarde,9700,Dokter Honore Dewolfstraat ,23,APARTMENT,APARTMENT,140000,FOR_SALE,1,54.0,No,Yes,No,No,,Yes,,,No info,2,No,TO_BE_DONE_UP
5523,10250656,Zellik,1731,Brusselsesteenweg ,594,APARTMENT,APARTMENT,145000,FOR_SALE,1,43.0,No,Yes,No,Yes,8.0,No,,No info,No info,,No,
5524,10576149,Opwijk,1745,Marktstraat ,5,APARTMENT,FLAT_STUDIO,145000,FOR_SALE,1,42.0,No,No,No,Yes,,No,,,No info,2,No,GOOD
5525,10636483,Liège,4000,rue des dominicains ,4E,APARTMENT,APARTMENT,145000,FOR_SALE,1,45.0,No,Yes,No,Yes,15.0,No,,,No info,2,No,AS_NEW
5526,10621693,Tertre,7333,Rue De fuisseaux ,115,APARTMENT,APARTMENT,149000,FOR_SALE,2,99.0,No,No,,No,,No,,,No info,3,No,GOOD
5527,10619322,Tournai,7500,Boulevard du Roi Albert ,42/44,APARTMENT,APARTMENT,149000,FOR_SALE,1,47.0,No,Yes,No,Yes,,No,,No info,No info,2,No,JUST_RENOVATED
5528,10585696,Sint-Lievens-Houtem,9520,Edgard Tinelstraat ,5,APARTMENT,SERVICE_FLAT,149000,FOR_SALE,1,60.0,No,Yes,No,Yes,,No,,,No info,2,No,AS_NEW
5529,10585695,Sint-Lievens-Houtem,9520,Edgard Tinelstraat ,5,APARTMENT,APARTMENT,149000,FOR_SALE,1,60.0,No,Yes,No,Yes,,No,,,No info,2,No,AS_NEW
5530,10457775,Merelbeke,9820,Hundelgemsesteenweg ,230,APARTMENT,SERVICE_FLAT,149000,FOR_SALE,1,40.0,No info,Yes,No,Yes,,No,,,No info,2,No,GOOD
5531,10393757,Seraing,4101,Rue J. Wettinck ,49,APARTMENT,APARTMENT,149500,FOR_SALE,1,60.0,No,Yes,No,No,,No,,,No info,3,No,GOOD
5532,10296353,Antwerpen,2018,"Mechelsesteenweg,",157,APARTMENT,APARTMENT,149900,FOR_SALE,1,65.0,No,Yes,No,Yes,2.0,No,,No info,No info,,No,GOOD
5533,10114523,Tielt,8700,Markt ,15,APARTMENT,APARTMENT,150000,FOR_SALE,2,,No,Yes,No,Yes,2.0,Yes,,,No info,,No,JUST_RENOVATED
5534,10479769,Waterloo,1410,,99,APARTMENT,DUPLEX,159000,FOR_SALE,2,100.0,No,No,No,No,,No,,No info,No info,2,No,JUST_RENOVATED
5535,10621942,Blankenberge,8370,Franchommelaan ,72,APARTMENT,APARTMENT,159000,FOR_SALE,1,61.0,No info,No,No,No,,No,,,No info,,No,TO_RENOVATE
5536,10590145,Nieuwpoort,8620,Albert I Laan ,234,APARTMENT,APARTMENT,159000,FOR_SALE,1,32.0,No,Yes,No,Yes,,Yes,,,No info,,No,AS_NEW
5537,10623742,Wilrijk,2610,Prins Boudewijnlaan ,122,APARTMENT,APARTMENT,159900,FOR_SALE,1,78.0,No,No,,No,,No,,No info,No info,,No,AS_NEW
5538,10652057,,,No info,No info,APARTMENT,FLAT_STUDIO,160000,FOR_SALE,0,42.0,No info,Yes,No,Yes,,No,,No info,No info,,No,
5539,10603516,Grez-Doiceau,1390,chaussée de Wavre n°,373,APARTMENT,APARTMENT,165000,FOR_SALE,1,65.0,No info,No,,No,,No,,No info,No info,,No,
5540,10505993,Nieuwpoort,8620,Albert I Laan ,234,APARTMENT,FLAT_STUDIO,165000,FOR_SALE,0,35.0,No,Yes,No,Yes,,Yes,,,No info,,No,AS_NEW
5541,10656417,Denderhoutem,9450,Nieuwstraat ,9,APARTMENT,APARTMENT,165000,FOR_SALE,2,87.0,No,Yes,No,Yes,,No,,,No info,2,No,TO_BE_DONE_UP
5542,10601784,Brakel,9660,Brusselsestraat ,43,APARTMENT,APARTMENT,165000,FOR_SALE,2,95.0,No,No,No,No,,No,,,No info,,No,TO_BE_DONE_UP
5543,10530299,Boussu,7301,Rue de Valenciennes(H) ,1,APARTMENT,APARTMENT,169000,FOR_SALE,2,92.0,No,No,,Yes,20.0,Yes,1000.0,No info,No info,2,No,JUST_RENOVATED
5544,10640648,Eeklo,9900,Koning Albertstraat ,28,APARTMENT,APARTMENT,169000,FOR_SALE,2,80.0,No,Yes,No,No,,No,,,No info,2,No,GOOD
5545,10314774,Blankenberge,8370,Franchommelaan ,72,APARTMENT,APARTMENT,173000,FOR_SALE,1,65.0,No info,No,No,Yes,,No,,,No info,,No,AS_NEW
5546,10143208,Zellik,1731,Brusselsesteenweg ,594,APARTMENT,GROUND_FLOOR,174900,FOR_SALE,1,75.0,No,Yes,No,No,,No,,No info,No info,,No,TO_BE_DONE_UP
5547,10645699,Uccle,1180,"Av. du Prince de Ligne, ",18,APARTMENT,FLAT_STUDIO,175000,FOR_SALE,0,43.0,No,No,No,No,,No,,No info,No info,2,No,GOOD
5548,10454196,Grez-Doiceau,1390,chaussée de Wavre n°,373,APARTMENT,FLAT_STUDIO,175000,FOR_SALE,0,42.0,No info,No,,No,,No,,No info,No info,,No,
5549,10648929,Woluwe-Saint-Lambert,1200,Tomberg ,212,APARTMENT,FLAT_STUDIO,179000,FOR_SALE,1,74.0,No,Yes,No,No,,No,,No info,No info,2,No,TO_RENOVATE
5550,9112345,Oostende,8400,Koningsstraat ,23,APARTMENT,GROUND_FLOOR,179500,FOR_SALE,1,73.0,No,Yes,No,Yes,11.0,No,,,No info,,No,AS_NEW
5551,10603394,,,No info,No info,APARTMENT,APARTMENT,179999,FOR_SALE,0,43.0,No info,No,No,Yes,8.0,No,,No info,No info,,No,GOOD
